attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,time_in_role_ratio,time_with_manager_ratio,promotion_recency,role_stagnation,mobility_gap
0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,1,82,3,1,Laboratory Technician,2,Divorced,17881,1,Y,No,11,2,80,1,5,2,3,5,0,0.399999920000016,0.799999840000032,1.0,2,3
0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,1,92,3,2,Sales Executive,4,Single,20750,1,Y,No,16,4,80,0,7,1,3,7,0,0.7142856122449125,0.9999998571428775,1.0,5,2
0,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,1,31,2,3,Healthcare Representative,3,Single,12066,8,Y,No,24,3,80,0,26,2,3,5,0,0.399999920000016,0.0,1.0,2,3
0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,0,87,3,2,Sales Executive,4,Married,14862,4,Y,No,11,3,80,1,18,2,2,7,0,0.9999998571428775,0.9999998571428775,1.0,7,0
0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,0,96,3,1,Research Scientist,3,Married,11868,4,Y,No,13,2,80,1,6,3,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,1,67,4,2,Sales Executive,4,Single,4652,8,Y,Yes,13,2,80,0,9,3,2,5,0,0.399999920000016,0.799999840000032,1.0,2,3
0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,0,97,3,4,Manager,4,Single,23258,2,Y,Yes,13,3,80,0,30,2,3,5,1,0.799999840000032,0.399999920000016,0.5,3,1
0,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,0,77,3,2,Sales Executive,3,Divorced,5915,1,Y,Yes,12,4,80,1,5,2,4,5,0,0.399999920000016,0.599999880000024,1.0,2,3
0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,1,72,3,1,Sales Representative,2,Married,17434,1,Y,No,18,1,80,1,1,3,3,1,0,0.0,0.0,1.0,0,1
1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,1,73,3,1,Research Scientist,1,Single,6582,0,Y,No,22,3,80,0,7,2,3,6,0,0.6666665555555741,0.6666665555555741,1.0,4,2
0,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,0,43,3,1,Research Scientist,2,Married,24440,1,Y,No,13,4,80,1,2,1,3,2,1,0.499999750000125,0.99999950000025,0.5,0,1
0,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,1,61,2,3,Sales Executive,3,Married,3809,1,Y,No,13,2,80,2,10,2,3,10,9,0.8999999100000091,0.0,0.1,0,1
1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,1,40,3,1,Research Scientist,4,Single,3427,9,Y,Yes,23,3,80,0,3,4,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,0,95,3,1,Laboratory Technician,1,Divorced,26914,1,Y,No,12,3,80,1,18,2,2,18,12,0.3888888672839518,0.9444443919753115,0.07692307692307693,-5,11
0,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,0,46,3,2,Sales Executive,2,Divorced,22553,7,Y,No,12,3,80,2,8,5,3,5,1,0.799999840000032,0.599999880000024,0.5,3,1
0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,0,95,3,1,Laboratory Technician,1,Divorced,20490,3,Y,No,16,2,80,1,8,5,3,5,1,0.399999920000016,0.399999920000016,0.5,1,3
0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,1,49,3,2,Manufacturing Director,2,Single,21123,2,Y,Yes,12,4,80,0,18,2,2,1,0,0.0,0.9999990000010001,1.0,0,1
0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,1,59,2,4,Research Director,2,Divorced,4345,1,Y,No,11,3,80,1,25,3,3,25,3,0.39999998400000064,0.35999998560000057,0.25,7,15
0,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,0,78,2,2,Laboratory Technician,3,Married,13436,6,Y,No,22,2,80,1,20,3,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,1,86,3,5,Research Director,1,Married,8509,4,Y,No,11,3,80,1,24,4,2,4,1,0.49999987500003124,0.49999987500003124,0.5,1,2
0,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,0,72,3,2,Sales Executive,3,Married,12740,9,Y,No,15,1,80,1,6,3,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,0,31,3,2,Manufacturing Director,1,Married,4156,1,Y,No,12,2,80,1,13,5,1,13,3,0.7692307100591762,0.9230768520710114,0.25,7,3
0,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,1,61,3,1,Laboratory Technician,4,Married,15238,7,Y,No,20,1,80,1,8,1,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,0,74,3,2,Healthcare Representative,3,Divorced,2227,4,Y,Yes,14,4,80,0,8,3,3,5,0,0.399999920000016,0.399999920000016,1.0,2,3
0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,0,99,2,2,Sales Executive,4,Single,12090,1,Y,Yes,11,2,80,0,5,3,3,5,1,0.799999840000032,0.599999880000024,0.5,3,1
0,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,0,72,3,2,Research Scientist,3,Married,23866,3,Y,Yes,15,1,80,2,15,2,3,13,10,0.8461537810650938,0.5384614970414233,0.09090909090909091,1,2
0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,1,98,2,1,Laboratory Technician,1,Married,16193,1,Y,No,12,3,80,1,4,3,3,4,3,0.49999987500003124,0.49999987500003124,0.25,-1,2
0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,1,52,3,5,Manager,3,Divorced,8213,1,Y,Yes,14,3,80,1,21,3,3,21,1,0.38095236281179223,0.28571427210884415,0.5,7,13
0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,0,86,4,4,Sales Executive,1,Married,18256,9,Y,No,11,4,80,3,36,0,2,7,7,0.9999998571428775,0.9999998571428775,0.125,0,0
0,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,0,83,3,2,Sales Executive,3,Single,19558,0,Y,No,11,2,80,0,6,6,3,5,4,0.799999840000032,0.799999840000032,0.2,0,1
0,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,1,49,4,3,Sales Executive,1,Married,19566,1,Y,No,16,3,80,1,10,2,3,10,0,0.699999930000007,0.699999930000007,1.0,7,3
0,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,1,79,3,2,Laboratory Technician,1,Divorced,13535,1,Y,No,12,4,80,1,10,2,3,10,1,0.0,0.7999999200000081,0.5,-1,10
1,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,1,91,3,1,Laboratory Technician,1,Married,9396,5,Y,No,13,3,80,1,6,5,3,2,0,0.99999950000025,0.99999950000025,1.0,2,0
0,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,1,39,2,3,Manufacturing Director,3,Married,19609,2,Y,Yes,14,3,80,0,28,4,3,5,0,0.799999840000032,0.799999840000032,1.0,4,1
0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,1,69,3,1,Research Scientist,4,Married,9655,3,Y,No,21,4,80,2,8,3,2,2,0,0.99999950000025,0.99999950000025,1.0,2,0
0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,0,30,3,4,Manager,4,Married,10310,2,Y,No,13,4,80,0,31,2,1,5,1,0.399999920000016,0.799999840000032,0.5,1,3
0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,0,92,3,2,Research Scientist,3,Divorced,12932,2,Y,No,11,2,80,1,19,3,3,5,0,0.799999840000032,0.399999920000016,1.0,4,1
0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,0,43,1,2,Manufacturing Director,4,Single,24793,2,Y,No,20,3,80,0,11,2,3,5,0,0.799999840000032,0.399999920000016,1.0,4,1
0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,0,41,3,5,Manager,1,Married,3854,5,Y,No,11,4,80,0,33,5,1,29,11,0.27586205945303244,0.3448275743162905,0.08333333333333333,-3,21
0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,0,87,3,2,Manufacturing Director,3,Divorced,26314,2,Y,No,14,3,80,1,19,5,2,10,0,0.699999930000007,0.7999999200000081,1.0,7,3
0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,0,88,2,2,Healthcare Representative,4,Married,4386,0,Y,No,11,4,80,3,7,4,4,6,0,0.8333331944444675,0.6666665555555741,1.0,5,1
1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,0,62,3,1,Sales Representative,2,Single,21972,1,Y,Yes,16,2,80,0,6,4,3,5,1,0.599999880000024,0.799999840000032,0.5,2,2
1,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,0,33,1,1,Sales Representative,3,Divorced,12253,0,Y,No,16,4,80,1,3,3,2,2,1,0.99999950000025,0.0,0.5,1,0
0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,1,42,3,1,Laboratory Technician,4,Married,12106,1,Y,Yes,23,3,80,1,1,3,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,0,79,3,5,Manager,3,Married,13022,0,Y,No,14,4,80,0,21,2,3,20,1,0.7499999625000018,0.5999999700000015,0.5,14,5
0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,0,90,3,1,Research Scientist,4,Divorced,3032,1,Y,No,22,2,80,2,3,3,1,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,1,53,3,1,Laboratory Technician,4,Married,16734,4,Y,No,15,3,80,1,9,3,1,5,1,0.599999880000024,0.799999840000032,0.5,2,2
0,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,1,93,2,3,Research Director,3,Married,21526,1,Y,No,18,3,80,0,10,2,3,10,0,0.19999998000000202,0.699999930000007,1.0,2,8
1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,0,71,2,1,Research Scientist,2,Married,18300,5,Y,No,16,2,80,0,6,2,4,2,1,0.99999950000025,0.499999750000125,0.5,1,0
1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,1,52,2,1,Human Resources,4,Single,18437,1,Y,No,12,3,80,0,1,3,4,1,0,0.0,0.0,1.0,0,1
0,Non-Travel,1398,Sales,22,4,Other,1,567,3,0,69,3,3,Sales Executive,1,Married,2890,0,Y,No,11,3,80,0,10,3,3,9,7,0.8888887901234679,0.8888887901234679,0.125,1,1
0,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,1,56,2,4,Manager,4,Divorced,22102,3,Y,No,12,3,80,1,32,3,2,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,1,88,2,4,Manager,3,Married,9314,0,Y,No,15,2,80,1,28,2,3,27,15,0.37037035665294976,0.2592592496570648,0.0625,-5,17
0,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,0,49,3,1,Laboratory Technician,4,Single,7181,0,Y,No,14,3,80,0,12,2,2,11,6,0.636363578512402,0.636363578512402,0.14285714285714285,1,4
0,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,0,80,2,3,Sales Executive,1,Married,2845,4,Y,No,19,4,80,0,22,5,4,18,13,0.7222221820987677,0.6111110771604957,0.07142857142857142,0,5
0,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,0,65,3,2,Manufacturing Director,4,Divorced,7389,5,Y,No,13,3,80,3,20,2,3,5,0,0.0,0.799999840000032,1.0,0,5
0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,1,51,3,4,Research Director,3,Married,2288,6,Y,No,13,3,80,0,26,2,1,3,0,0.6666664444445185,0.33333322222225925,1.0,2,1
0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,1,46,1,1,Laboratory Technician,3,Single,19225,0,Y,No,15,3,80,0,6,2,3,5,4,0.799999840000032,0.599999880000024,0.2,0,1
0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,0,42,3,2,Laboratory Technician,3,Single,23428,7,Y,No,11,3,80,0,19,3,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,1,62,2,1,Research Scientist,3,Divorced,8416,3,Y,No,12,3,80,1,14,3,3,7,5,0.4285713673469475,0.9999998571428775,0.16666666666666666,-2,4
0,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,0,94,2,3,Sales Executive,4,Married,11563,2,Y,Yes,19,3,80,1,15,3,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,1,33,3,3,Manufacturing Director,2,Divorced,14394,1,Y,No,25,4,80,1,13,6,4,13,0,0.615384568047341,0.615384568047341,1.0,8,5
1,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,1,56,3,3,Manager,3,Married,24619,7,Y,Yes,12,4,80,0,15,2,4,7,7,0.857142734693895,0.9999998571428775,0.125,-1,1
1,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,1,38,1,1,Laboratory Technician,4,Divorced,6705,7,Y,No,13,1,80,3,8,2,3,4,1,0.7499998125000469,0.7499998125000469,0.5,2,1
0,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,1,57,3,1,Sales Representative,2,Single,18398,0,Y,No,14,1,80,0,4,3,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,1,72,3,3,Healthcare Representative,3,Married,14295,4,Y,Yes,12,3,80,0,10,2,3,8,0,0.8749998906250137,0.0,1.0,7,1
1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,1,66,3,3,Healthcare Representative,3,Married,22908,3,Y,No,12,1,80,0,12,2,3,1,0,0.0,0.0,1.0,0,1
1,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,0,43,3,3,Human Resources,1,Divorced,11533,9,Y,Yes,15,3,80,3,11,2,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,1,97,3,1,Laboratory Technician,3,Married,9260,4,Y,No,17,4,80,1,8,4,3,2,2,0.99999950000025,0.0,0.3333333333333333,0,0
0,Non-Travel,635,Sales,10,4,Medical,1,592,2,1,32,3,3,Sales Executive,4,Single,15318,1,Y,No,14,4,80,0,10,3,2,10,9,0.299999970000003,0.699999930000007,0.1,-6,7
1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,1,99,2,1,Laboratory Technician,3,Single,9129,5,Y,No,16,3,80,0,4,3,3,2,1,0.99999950000025,0.99999950000025,0.5,1,0
0,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,0,37,3,2,Sales Executive,4,Married,19658,2,Y,No,14,1,80,1,14,2,3,9,6,0.7777776913580343,0.7777776913580343,0.14285714285714285,1,2
0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,0,83,3,4,Manager,2,Single,9873,3,Y,No,23,4,80,0,37,2,3,10,7,0.8999999100000091,0.699999930000007,0.125,2,1
0,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,1,56,3,2,Sales Executive,4,Single,13430,7,Y,No,14,4,80,0,16,3,3,14,1,0.21428569897959293,0.7142856632653098,0.5,2,11
0,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,1,85,3,2,Sales Executive,3,Married,18659,9,Y,No,11,3,80,0,15,2,3,11,6,0.8181817438016598,0.8181817438016598,0.14285714285714285,3,2
0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,0,75,3,4,Manufacturing Director,3,Single,20364,7,Y,No,15,3,80,0,22,3,3,20,5,0.29999998500000075,0.6499999675000016,0.16666666666666666,1,14
0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,0,48,3,1,Laboratory Technician,3,Married,17872,1,Y,No,11,1,80,1,8,3,3,8,0,0.3749999531250059,0.8749998906250137,1.0,3,5
0,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,1,77,3,2,Sales Executive,4,Single,8346,4,Y,Yes,13,3,80,0,10,2,4,6,0,0.8333331944444675,0.8333331944444675,1.0,5,1
0,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,1,56,3,3,Manufacturing Director,1,Married,6950,1,Y,Yes,21,4,80,1,10,5,2,10,5,0.8999999100000091,0.7999999200000081,0.16666666666666666,4,1
0,Travel_Rarely,561,Sales,2,3,Other,1,606,4,1,61,3,2,Sales Executive,2,Married,16177,0,Y,No,19,2,80,1,9,3,4,8,3,0.8749998906250137,0.8749998906250137,0.25,4,1
1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,0,58,3,1,Human Resources,3,Divorced,22808,0,Y,Yes,11,2,80,1,8,2,2,7,1,0.9999998571428775,0.0,0.5,6,0
0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,1,34,3,2,Manufacturing Director,4,Divorced,22645,4,Y,No,12,2,80,2,8,2,4,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,0,95,4,4,Research Director,3,Divorced,22578,4,Y,No,19,3,80,1,10,2,3,6,0,0.16666663888889352,0.8333331944444675,1.0,1,5
0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,1,44,2,3,Manager,4,Divorced,25291,9,Y,No,21,3,80,1,10,3,2,5,0,0.799999840000032,0.199999960000008,1.0,4,1
1,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,1,69,3,1,Sales Representative,2,Single,8059,1,Y,Yes,14,4,80,0,0,3,3,0,0,0.0,0.0,1.0,0,0
0,Non-Travel,1094,Sales,28,3,Other,1,615,3,1,58,1,3,Sales Executive,1,Divorced,11373,3,Y,No,15,3,80,1,20,2,3,1,0,0.0,0.9999990000010001,1.0,0,1
0,Non-Travel,509,Research & Development,2,4,Other,1,616,1,0,62,2,2,Healthcare Representative,3,Single,2112,2,Y,Yes,17,1,80,0,10,3,3,8,0,0.8749998906250137,0.8749998906250137,1.0,7,1
0,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,1,45,3,2,Sales Executive,3,Divorced,4267,5,Y,No,12,1,80,2,8,5,3,0,0,0.0,0.0,1.0,0,0
0,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,0,80,3,2,Sales Executive,3,Single,6698,1,Y,No,16,4,80,0,5,3,3,5,0,0.799999840000032,0.599999880000024,1.0,4,1
0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,1,74,4,2,Sales Executive,4,Single,19921,1,Y,No,12,4,80,0,10,3,3,10,5,0.699999930000007,0.699999930000007,0.16666666666666666,2,3
1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,1,66,1,1,Laboratory Technician,4,Single,23213,1,Y,Yes,18,2,80,0,1,3,1,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,0,59,3,3,Manufacturing Director,4,Single,23848,4,Y,No,17,4,80,0,12,3,4,6,1,0.8333331944444675,0.33333327777778704,0.5,4,1
0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,0,86,3,3,Healthcare Representative,3,Married,8984,5,Y,No,11,4,80,0,28,3,2,2,1,0.99999950000025,0.99999950000025,0.5,1,0
0,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,0,91,3,4,Manager,1,Married,5626,7,Y,No,16,2,80,1,22,2,3,18,11,0.8888888395061756,0.4444444197530878,0.08333333333333333,5,2
0,Non-Travel,142,Sales,9,4,Medical,1,626,1,1,69,3,3,Sales Executive,2,Divorced,24666,1,Y,No,13,4,80,1,9,6,3,9,7,0.5555554938271674,0.7777776913580343,0.125,-2,4
0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,1,78,3,2,Research Scientist,1,Divorced,22087,3,Y,Yes,12,2,80,2,18,3,3,10,6,0.8999999100000091,0.8999999100000091,0.14285714285714285,3,1
1,Non-Travel,1474,Sales,11,4,Other,1,631,4,1,60,4,2,Sales Executive,3,Married,23914,8,Y,No,12,4,80,0,6,2,3,4,1,0.49999987500003124,0.49999987500003124,0.5,1,2
0,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,1,38,3,1,Sales Representative,4,Married,5530,0,Y,No,13,3,80,2,3,3,3,2,2,0.99999950000025,0.499999750000125,0.3333333333333333,0,0
0,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,0,76,3,2,Healthcare Representative,3,Married,22174,3,Y,No,19,3,80,1,18,4,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,0,65,3,2,Manufacturing Director,2,Married,15701,6,Y,No,12,2,80,1,8,2,2,6,4,0.8333331944444675,0.49999991666668053,0.2,1,1
0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,1,58,2,5,Research Director,3,Divorced,2125,1,Y,Yes,17,3,80,1,31,5,3,31,0,0.29032257127991706,0.29032257127991706,1.0,9,22
0,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,1,89,4,1,Research Scientist,4,Married,21630,1,Y,Yes,11,2,80,2,6,3,3,6,1,0.8333331944444675,0.6666665555555741,0.5,4,1
0,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,1,66,3,2,Sales Executive,2,Married,7428,1,Y,No,20,4,80,2,6,5,4,5,1,0.599999880000024,0.799999840000032,0.5,2,2
0,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,1,94,2,1,Laboratory Technician,2,Married,9100,1,Y,No,21,4,80,1,1,2,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,1,99,3,5,Manager,2,Married,7999,1,Y,No,11,3,80,1,32,2,3,32,10,0.15624999511718765,0.21874999316406274,0.09090909090909091,-5,27
0,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,1,40,3,1,Sales Representative,3,Married,26376,1,Y,No,11,3,80,0,7,1,3,7,0,0.57142848979593,0.857142734693895,1.0,4,3
1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,0,55,3,1,Laboratory Technician,3,Married,14168,1,Y,Yes,16,4,80,1,6,4,3,6,1,0.49999991666668053,0.33333327777778704,0.5,2,3
1,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,1,74,2,1,Sales Representative,1,Married,14470,1,Y,No,18,3,80,1,1,2,4,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,1,83,2,1,Research Scientist,4,Married,22794,1,Y,Yes,13,4,80,1,6,3,3,6,1,0.8333331944444675,0.49999991666668053,0.5,4,1
1,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,1,46,3,2,Sales Executive,1,Divorced,11512,2,Y,No,17,3,80,0,9,2,1,3,1,0.33333322222225925,0.6666664444445185,0.5,0,2
0,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,1,54,2,2,Laboratory Technician,4,Single,14004,4,Y,No,14,4,80,0,9,3,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,1,66,4,2,Sales Executive,4,Divorced,6219,4,Y,No,22,4,80,2,13,4,4,7,5,0.9999998571428775,0.9999998571428775,0.16666666666666666,2,0
0,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,0,66,2,1,Research Scientist,3,Divorced,5013,0,Y,No,12,3,80,2,6,5,2,5,0,0.599999880000024,0.599999880000024,1.0,3,2
0,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,1,75,3,2,Sales Executive,3,Married,3010,4,Y,Yes,11,3,80,1,17,3,2,3,1,0.0,0.0,0.5,-1,3
0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,0,83,2,1,Research Scientist,2,Single,11757,1,Y,No,13,4,80,0,1,0,4,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,0,81,3,2,Healthcare Representative,4,Married,5718,1,Y,No,13,2,80,2,10,4,3,10,2,0.19999998000000202,0.19999998000000202,0.3333333333333333,0,8
0,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,1,50,2,4,Research Director,4,Divorced,2671,4,Y,Yes,14,3,80,1,21,3,2,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,0,43,3,1,Research Scientist,1,Single,14561,3,Y,No,17,4,80,0,8,3,2,0,0,0.0,0.0,1.0,0,0
0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,1,72,3,2,Laboratory Technician,3,Divorced,19627,3,Y,Yes,13,2,80,1,10,3,3,8,4,0.8749998906250137,0.8749998906250137,0.2,3,1
0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,0,40,2,4,Manager,1,Married,17997,7,Y,No,11,1,80,1,21,3,1,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,0,50,2,2,Human Resources,3,Single,26894,4,Y,No,11,2,80,0,10,1,4,2,0,0.99999950000025,0.99999950000025,1.0,2,0
0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,0,31,3,1,Sales Representative,3,Divorced,2912,1,Y,Yes,18,4,80,2,8,3,3,8,0,0.24999996875000394,0.7499999062500118,1.0,2,6
1,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,1,85,3,1,Sales Representative,1,Divorced,16346,0,Y,No,11,2,80,1,5,3,3,4,0,0.7499998125000469,0.49999987500003124,1.0,3,1
0,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,1,49,3,1,Sales Representative,3,Single,24444,1,Y,No,11,3,80,0,3,2,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,1,35,3,5,Manager,4,Married,9358,4,Y,Yes,12,1,80,1,26,2,4,2,0,0.99999950000025,0.499999750000125,1.0,2,0
0,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,1,69,3,1,Research Scientist,3,Married,12145,0,Y,No,20,4,80,0,3,3,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,1,39,3,2,Sales Executive,3,Divorced,20431,0,Y,No,12,4,80,0,6,3,3,5,1,0.0,0.399999920000016,0.5,-1,5
