age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,age_experience_ratio,income_per_joblevel,overtime_wlb_conflict,commute_burden,overall_job_satisfaction,career_progression_rate,age_squared,totalworkingyears_squared,monthlyincome_squared,yearsatcompany_squared,age_group,income_quartile,tenure_group,distance_category,income_per_exp_year,promotion_frequency,training_intensity,role_stability,manager_stability,hike_per_level,avg_satisfaction,satisfaction_variance,min_satisfaction,low_satisfaction_count,promotion_gap_ratio,role_stagnation,early_career,job_hopper
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,1.7741935483870968,3331.8,2,2,12,0.6666666666666666,3025,900,277522281,25,Senior,Q4,Mid,Near,537.3870967741935,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.6,3.25,0.25,3,0,0.16666666666666666,3,0,0
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,4.0,1420.0,1,10,12,0.3333333333333333,576,25,18147600,25,Young,Q2,Mid,Medium,710.0,1.0,0.3333333333333333,0.3333333333333333,0.5,4.0,3.75,0.25,3,0,0.0,2,0,0
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,15.0,1238.0,0,2,6,0.5,900,1,6130576,1,Young,Q1,New,Near,1238.0,1.0,1.5,0.0,0.0,9.0,2.25,0.9166666666666666,1,2,0.0,0,1,0
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,3.25,1551.0,0,6,3,0.14285714285714285,676,49,9622404,36,Young,Q2,Experienced,Near,387.75,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,11.0,2.5,1.0,1,1,0.0,4,0,0
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,7.333333333333333,1122.0,0,11,2,0.3333333333333333,484,4,5035536,4,Young,Q1,New,Medium,748.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,6.5,2.5,1.6666666666666667,1,2,0.3333333333333333,0,1,0
36,0,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,3.272727272727273,1899.0,0,2,6,0.2727272727272727,1296,100,57699216,100,Mid-Career,Q3,Experienced,Near,690.5454545454545,0.1,0.18181818181818182,0.8181818181818182,0.0,3.25,2.5,0.3333333333333333,2,2,0.8181818181818182,0,0,0
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,7.5,1142.5,2,8,12,0.5,900,9,5221225,1,Young,Q1,New,Near,571.25,1.0,2.0,0.0,0.0,11.5,3.25,0.25,3,0,0.0,0,1,1
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,1.9473684210526316,1517.0,0,14,4,0.05263157894736842,1369,324,9205156,324,Mid-Career,Q2,Veteran,Medium,159.68421052631578,0.07692307692307693,0.10526315789473684,0.3684210526315789,0.8947368421052632,6.0,2.5,1.6666666666666667,1,2,0.631578947368421,-5,0,0
40,0,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,4.444444444444445,1905.0,0,2,8,0.3333333333333333,1600,64,32661225,25,Mid-Career,Q3,Mid,Near,635.0,0.5,0.8333333333333334,0.6666666666666666,0.5,4.0,3.0,0.6666666666666666,2,1,0.16666666666666666,3,0,0
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,4.666666666666667,1288.0,0,1,2,0.16666666666666666,1764,64,6635776,25,Mid-Career,Q1,Mid,Near,286.22222222222223,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,8.0,2.0,0.6666666666666666,1,3,0.16666666666666666,1,0,0
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,1.9473684210526316,1399.0,3,10,6,1.0,1369,324,17614809,1,Mid-Career,Q2,New,Medium,220.89473684210526,1.0,1.0,0.0,0.5,4.0,2.75,0.9166666666666666,2,2,0.0,0,0,0
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,1.6538461538461537,2867.2,0,12,2,0.15384615384615385,1849,625,205520896,625,Mid-Career,Q4,Veteran,Medium,551.3846153846154,0.25,0.11538461538461539,0.38461538461538464,0.34615384615384615,2.2,2.25,0.9166666666666666,1,2,0.11538461538461539,7,0,0
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,1.9047619047619047,1149.3333333333333,0,2,6,1.0,1600,400,11888704,1,Mid-Career,Q2,New,Near,164.1904761904762,1.0,1.5,0.0,0.0,7.333333333333333,2.5,0.3333333333333333,2,2,0.0,0,0,1
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,2.16,3234.3333333333335,0,5,1,1.0,2916,576,376592836,16,Senior,Q4,Mid,Near,776.24,0.5,0.8,0.4,0.4,1.8333333333333333,1.75,0.9166666666666666,1,3,0.2,1,0,0
34,0,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,4.857142857142857,2179.3333333333335,0,0,9,0.5,1156,36,42745444,9,Mid-Career,Q3,Mid,Near,934.0,0.5,0.75,0.5,0.5,5.0,2.5,1.0,1,1,0.25,1,0,1
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,2.2142857142857144,1435.3333333333333,0,7,2,0.14285714285714285,961,169,18541636,169,Mid-Career,Q2,Veteran,Medium,307.57142857142856,0.25,0.35714285714285715,0.7142857142857143,0.8571428571428571,4.0,1.5,0.3333333333333333,1,4,0.21428571428571427,7,0,0
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,4.777777777777778,1129.0,0,42,16,0.25,1849,64,5098564,9,Mid-Career,Q1,Mid,Far,250.88888888888889,0.5,0.25,0.5,0.5,10.0,3.0,2.0,1,1,0.25,1,0,1
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,4.777777777777778,1507.3333333333333,2,8,9,0.3333333333333333,1849,64,20448484,25,Mid-Career,Q2,Mid,Medium,502.44444444444446,1.0,0.5,0.3333333333333333,0.3333333333333333,4.666666666666667,3.25,0.25,3,0,0.0,2,0,0
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,4.166666666666667,1495.6666666666667,2,4,8,0.3333333333333333,625,25,20133169,25,Young,Q2,Mid,Near,747.8333333333334,0.5,0.5,0.6666666666666666,0.5,3.6666666666666665,2.75,0.9166666666666666,2,2,0.16666666666666666,3,0,0
37,0,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,2.3125,1483.0,2,0,6,0.14285714285714285,1369,225,19793601,169,Mid-Career,Q2,Veteran,Far,278.0625,0.09090909090909091,0.14285714285714285,0.7857142857142857,0.5,5.0,2.25,0.9166666666666666,1,2,0.7142857142857143,1,0,0
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,6.2,1109.0,0,1,4,0.2,961,16,4919524,16,Mid-Career,Q1,Mid,Near,443.6,0.25,0.6,0.4,0.4,6.0,2.75,1.5833333333333333,1,1,0.6,-1,0,0
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,1.7727272727272727,3199.5,2,2,6,0.22727272727272727,1521,441,368524809,441,Mid-Career,Q4,Veteran,Near,872.5909090909091,0.5,0.13636363636363635,0.36363636363636365,0.2727272727272727,2.3333333333333335,2.75,0.25,2,1,0.045454545454545456,7,0,0
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,1.5135135135135136,2642.4,0,12,3,0.5,3136,1296,174556944,49,Senior,Q4,Experienced,Medium,357.0810810810811,0.125,0.0,0.875,0.875,2.2,2.5,1.6666666666666667,1,2,0.875,0,0,0
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,4.285714285714286,2192.3333333333335,0,12,6,0.3333333333333333,900,36,43256929,25,Young,Q3,Mid,Medium,939.5714285714286,0.2,1.0,0.6666666666666666,0.6666666666666666,3.6666666666666665,2.5,0.3333333333333333,2,2,0.6666666666666666,0,0,0
41,0,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,3.727272727272727,2098.0,0,1,2,0.2727272727272727,1681,100,70425664,100,Mid-Career,Q4,Experienced,Near,762.9090909090909,1.0,0.18181818181818182,0.6363636363636364,0.6363636363636364,4.0,2.25,0.9166666666666666,1,2,0.0,7,0,0
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,2.5454545454545454,1519.3333333333333,0,17,3,0.18181818181818182,784,100,20775364,100,Young,Q2,Experienced,Far,414.3636363636364,0.5,0.18181818181818182,0.0,0.7272727272727273,4.0,2.75,1.5833333333333333,1,1,0.09090909090909091,-1,0,0
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,3.5714285714285716,2015.5,0,3,1,0.3333333333333333,625,36,16248961,4,Young,Q2,New,Near,575.8571428571429,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,6.5,2.0,1.3333333333333333,1,2,0.0,2,0,1
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,1.793103448275862,1992.25,2,3,12,0.5,2704,784,63504961,25,Senior,Q3,Mid,Near,274.7931034482759,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.5,3.25,0.25,3,0,0.0,4,0,0
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,5.0,1327.0,0,10,4,0.3333333333333333,2025,64,7043716,4,Mid-Career,Q1,New,Medium,294.8888888888889,1.0,1.0,0.6666666666666666,0.6666666666666666,10.5,2.75,2.25,1,2,0.0,2,0,0
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,1.625,3311.0,0,4,16,0.6666666666666666,2704,961,274068025,25,Senior,Q4,Mid,Near,517.34375,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.6,3.25,2.25,1,1,0.16666666666666666,1,0,0
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,2.1,1518.6666666666667,0,58,3,0.3333333333333333,1764,361,20757136,25,Mid-Career,Q2,Mid,Far,227.8,1.0,0.5,0.6666666666666666,0.3333333333333333,3.6666666666666665,2.25,0.9166666666666666,1,2,0.0,4,0,0
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,2.5,2030.3333333333333,0,2,12,0.3333333333333333,900,121,37100281,25,Young,Q3,Mid,Near,507.5833333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,6.666666666666667,3.25,0.25,3,0,0.0,4,0,0
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,1.7647058823529411,3261.0,0,7,1,0.16666666666666666,3600,1089,382828356,841,Senior,Q4,Veteran,Medium,575.4705882352941,0.08333333333333333,0.16666666666666666,0.26666666666666666,0.3333333333333333,1.8333333333333333,1.75,2.25,1,3,0.36666666666666664,-3,0,0
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,2.3,1603.3333333333333,0,18,9,0.18181818181818182,2116,361,23136100,100,Senior,Q2,Experienced,Far,240.5,1.0,0.45454545454545453,0.6363636363636364,0.7272727272727273,4.666666666666667,2.75,0.25,2,1,0.0,7,0,0
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,5.25,1507.6666666666667,0,56,16,0.2857142857142857,1764,49,20457529,36,Mid-Career,Q2,Experienced,Far,565.375,1.0,0.5714285714285714,0.7142857142857143,0.5714285714285714,3.6666666666666665,4.0,0.0,4,0,0.0,5,0,0
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,3.4285714285714284,1601.0,2,1,2,0.16666666666666666,576,36,10252804,25,Young,Q2,Mid,Near,457.42857142857144,0.5,0.6666666666666666,0.5,0.6666666666666666,8.0,2.0,0.6666666666666666,1,3,0.16666666666666666,2,0,0
34,1,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,8.5,1175.5,0,12,12,0.3333333333333333,1156,9,5527201,4,Mid-Career,Q1,New,Medium,587.75,0.5,1.0,0.6666666666666666,0.0,8.0,3.25,0.9166666666666666,2,1,0.3333333333333333,1,1,0
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,19.0,851.0,2,4,16,0.5,1444,1,2896804,1,Mid-Career,Q1,New,Near,851.0,1.0,1.5,0.0,0.0,11.5,3.5,0.3333333333333333,3,0,0.0,0,1,0
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,1.8181818181818181,3006.8333333333335,0,2,9,0.23809523809523808,1600,441,325477681,400,Mid-Career,Q4,Veteran,Near,820.0454545454545,0.5,0.09523809523809523,0.7142857142857143,0.5714285714285714,2.3333333333333335,3.25,0.25,3,0,0.047619047619047616,14,0,0
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,6.5,1443.0,0,23,4,0.25,676,9,8328996,9,Young,Q1,Mid,Far,721.5,1.0,0.75,0.5,0.5,11.0,2.0,2.0,1,3,0.0,2,0,0
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,3.0,1048.5,0,0,12,0.16666666666666666,900,81,4397409,25,Young,Q1,Mid,Near,209.7,0.5,0.5,0.5,0.6666666666666666,7.5,2.75,1.5833333333333333,1,1,0.16666666666666666,2,0,0
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,2.6363636363636362,2983.75,0,3,6,0.2727272727272727,841,100,142444225,100,Young,Q4,Experienced,Near,1085.0,1.0,0.18181818181818182,0.18181818181818182,0.6363636363636364,4.5,2.75,0.25,2,1,0.0,2,0,0
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,4.142857142857143,1273.0,0,25,6,0.3333333333333333,841,36,6482116,4,Young,Q1,New,Far,363.7142857142857,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,8.0,2.75,0.9166666666666666,2,2,0.3333333333333333,1,0,1
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,9.5,1282.0,0,2,4,0.5,361,1,6574096,1,Young,Q1,New,Near,1282.0,1.0,1.5,0.0,0.0,6.0,3.0,2.0,1,1,0.0,0,1,0
30,0,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,2.727272727272727,2103.0,0,0,3,0.3,900,100,70761744,81,Young,Q4,Experienced,Far,764.7272727272727,0.125,0.3,0.8,0.8,2.75,2.5,1.0,1,1,0.7,1,0,0
57,0,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,1.7272727272727273,2823.6,0,29,4,2.0,3249,1024,199317924,1,Senior,Q4,New,Far,427.8181818181818,1.0,1.5,0.0,0.0,2.4,2.5,1.6666666666666667,1,2,0.0,0,0,0
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,1.7241379310344827,3409.2,0,29,6,0.14285714285714285,2500,784,290566116,729,Senior,Q4,Veteran,Far,587.7931034482758,0.0625,0.07142857142857142,0.35714285714285715,0.25,3.0,2.5,0.3333333333333333,2,2,0.5357142857142857,-5,0,0
30,0,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,2.3076923076923075,1282.0,0,0,12,0.08333333333333333,900,144,6574096,121,Young,Q1,Veteran,Near,197.23076923076923,0.14285714285714285,0.16666666666666666,0.5833333333333334,0.5833333333333334,7.0,3.0,0.6666666666666666,2,1,0.5,1,0,0
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,2.608695652173913,2566.5,0,56,3,0.15789473684210525,3600,484,105390756,324,Senior,Q4,Veteran,Far,446.3478260869565,0.07142857142857142,0.2631578947368421,0.6842105263157895,0.5789473684210527,4.75,3.0,2.0,1,1,0.6842105263157895,0,0,0
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,2.238095238095238,1690.0,0,2,4,0.3333333333333333,2209,400,25704900,25,Senior,Q3,Mid,Near,241.42857142857142,1.0,0.3333333333333333,0.0,0.6666666666666666,4.333333333333333,2.75,1.5833333333333333,1,1,0.0,0,0,0
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,1.7037037037037037,3572.2,0,2,3,1.0,2116,676,319015321,9,Senior,Q4,Mid,Near,661.5185185185185,1.0,0.5,0.5,0.25,2.6,2.0,1.3333333333333333,1,2,0.0,2,0,1
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,5.0,2115.0,0,22,12,0.16666666666666666,1225,36,17892900,25,Mid-Career,Q2,Mid,Far,604.2857142857143,0.2,0.3333333333333333,0.6666666666666666,0.5,7.5,3.25,0.25,3,0,0.6666666666666666,0,0,0
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,2.7,1260.0,0,8,9,1.0,2916,361,14288400,1,Senior,Q2,New,Medium,189.0,1.0,1.5,0.0,0.0,3.6666666666666665,3.0,0.0,3,0,0.0,0,0,1
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,2.2666666666666666,1384.0,0,2,12,0.125,1156,196,7661824,49,Mid-Career,Q1,Experienced,Near,184.53333333333333,0.16666666666666666,0.375,0.375,0.875,6.0,3.25,0.25,3,0,0.625,-2,0,0
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,2.875,2267.75,2,10,12,0.75,2116,225,82283041,9,Senior,Q4,Mid,Medium,566.9375,0.5,0.75,0.5,0.5,4.75,3.25,0.25,3,0,0.25,1,0,0
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,2.2142857142857144,2662.0,0,9,6,0.21428571428571427,961,169,113379904,169,Mid-Career,Q4,Veteran,Medium,760.5714285714286,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,6.25,3.25,0.9166666666666666,2,1,0.0,8,0,0
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,2.0625,3402.5,1,15,6,0.375,1089,225,185232100,49,Mid-Career,Q4,Experienced,Medium,850.625,0.125,0.25,0.75,0.875,3.0,3.25,0.9166666666666666,2,1,0.875,-1,0,0
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,3.6666666666666665,1704.0,0,10,4,0.2,1089,64,11614464,16,Mid-Career,Q2,Mid,Medium,378.6666666666667,0.5,0.4,0.6,0.6,6.5,2.25,2.25,1,2,0.2,2,0,0
30,0,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,6.0,1491.5,0,7,8,0.25,900,16,8898289,9,Young,Q2,Mid,Medium,596.6,0.5,0.75,0.5,0.5,7.0,2.5,1.6666666666666667,1,2,0.25,1,0,0
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,3.1818181818181817,1908.0,2,16,12,0.3333333333333333,1225,100,58247424,64,Mid-Career,Q3,Experienced,Far,693.8181818181819,1.0,0.2222222222222222,0.7777777777777778,0.0,3.0,3.25,0.25,3,0,0.0,7,0,0
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,2.3846153846153846,2456.0,0,40,3,1.5,961,144,96510976,1,Mid-Career,Q4,New,Far,755.6923076923077,1.0,1.0,0.0,0.0,3.0,2.0,1.3333333333333333,1,2,0.0,0,0,0
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,2.8333333333333335,2487.5,2,46,2,0.75,1156,121,99002500,9,Mid-Career,Q4,Mid,Far,829.1666666666666,1.0,0.5,0.5,0.5,3.75,2.25,0.9166666666666666,1,2,0.0,2,0,1
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,4.666666666666667,1046.5,0,10,6,0.3333333333333333,1764,64,4380649,4,Mid-Career,Q1,New,Near,232.55555555555554,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,8.5,3.0,0.6666666666666666,2,1,0.6666666666666666,0,0,1
36,0,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,3.272727272727273,2495.0,0,0,8,0.2727272727272727,1296,100,99600400,100,Mid-Career,Q4,Experienced,Medium,907.2727272727273,0.1,0.2727272727272727,0.2727272727272727,0.6363636363636364,3.5,3.0,1.3333333333333333,2,2,0.8181818181818182,-6,0,0
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,4.4,1947.0,0,8,9,0.3333333333333333,484,16,15163236,4,Young,Q2,New,Near,778.8,0.5,1.0,0.6666666666666666,0.6666666666666666,8.0,3.0,0.0,3,0,0.3333333333333333,1,1,1
48,0,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,3.2,1350.3333333333333,0,2,8,0.2,2304,196,16410601,81,Senior,Q2,Experienced,Near,270.06666666666666,0.14285714285714285,0.2,0.7,0.7,4.666666666666667,2.5,1.6666666666666667,1,2,0.6,1,0,0
